PROV3281;Yellow River;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV3282;Dornogovi Aimag;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV3283;Liao River;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV3284;Amur River;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV3285;Tanchon;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV3286;Amnok and Duman River;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV3287;Mississippi Water System;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV3288;St. Lawrence River;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV3289;Rio Grande River;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV3290;Amazon River;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV3291;Orinoco River;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV3292;Uruguay River;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV3293;Paraguay River System;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV3294;Ebro River;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV3295;Lleida;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV3296;Congo River;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV3297;Niger River;;;;;;;;;;;;;;;;;;;;;;;;;;;
#############################################;;;;;;;;;;;;;;x
#Additional Tags and their connected info (Ghostly nation from KevinG);;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
GHO_ADJ;Ghostly;;;;;;;;;;;;;;;;;;;;;;;x;;;;
GHO;Ghost Nation;;;;;;;;;;;;;;;;;;;;;;;x;;;;
AIT;Anti-Italy;;;;;;;;;;;;;;;;;;;;;;;x;;;;
AIT_ADJ;Italian;;;;;;;;;;;;;;;;;;;;;;;x;;;;
PBC;Peru-Bolivia Confederation;;;;;;;;;;;;;;;;;;;;;;;x;;;;
PBC_ADJ;Peru-Bolivian;;;;;;;;;;;;;;;;;;;;;;;x;;;;
AIT_reactionary;Fazione Monarchica;Restorationiste;Ristorazionista;;Restauracionistas;;;;;;;;;x;;;;
AIT_conservative;La Destra;;;;;;;;;;;;;;;;;;;;;;;x;;;;
AIT_conservative_2;Partito Liberale Italiano;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
AIT_conservative_3;Sinistra Dissidente;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
AIT_liberal;La Sinistra;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
AIT_liberal_2;Partito Repubblicano Italiano;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
AIT_socialist;L'Estrema;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
AIT_socialist_2;Partito Socialista Italiano;;;;;;;;;;;;;;;;;;;;;;;x;;;;
AIT_anarcho_liberal;L'Estrema Liberale;;;;;;;;;;;;;;;;;;;;;;;x;;;;
AIT_communist;Partito Comunista d'Italia;;;;;;;;;;;;;;;;;;;;;x;;;;
AIT_fascist;Partito Nazionale Fascista;;;;;;;;;;;;;;;;;;;;;;x;;;;
AIT_reactionary;Fazione Monarchica;Fazione Monarchica;Fazione Monarchica;;Fazione Monarchica;;;;;;;;;x
AIT_conservative;Destra Liberale;Destra Liberale;Destra Liberale;;Destra Liberale;;;;;;;;;x
AIT_liberal;Sinistra Liberale;Sinistra Liberale;Sinistra Liberale;;Sinistra Liberale;;;;;;;;;x
AIT_liberal_2;Partito Repubblicano Italiano;Partito Repubblicano Italiano;Partito Repubblicano Italiano;;Partito Repubblicano Italiano;;;;;;;;;x
AIT_conservative_2;Partito Liberale Italiano;Partito Liberale Italiano;Partito Liberale Italiano;;Partito Liberale Italiano;;;;;;;;;x
AIT_conservative_3;Partito Popolare Italiano;Partito Popolare Italiano;Partito Popolare Italiano;;Partito Popolare Italiano;;;;;;;;;x
AIT_socialist;Partito Socialista Italiano;Partito Socialista Italiano;Partito Socialista Italiano;;Partito Socialista Italiano;;;;;;;;;x
AIT_anarcho_liberal;Estrema Sinistra Liberale;Estrema Sinistra Liberale;Estrema Sinistra Liberale;;Estrema Sinistra Liberale;;;;;;;;;x
AIT_communist;Partito Comunista d'Italia;Partito Comunista d'Italia;Partito Comunista d'Italia;;Partito Comunista d'Italia;;;;;;;;;x
AIT_fascist;Partito Nazionale Fascista;Partito Nazionale Fascista;Partito Nazionale Fascista;;Partito Nazionale Fascista;;;;;;;;;x
AIT_democracy;The Italian Republic;;;;;;;;;;;;;;x
AIT_bourgeois_dictatorship_ADJ;Italian;;;;;;;;;;;;;x
AIT_proletarian_dictatorship;The People's Republic of Italy;;;;;;;;;;;;;x
AIT_proletarian_dictatorship_ADJ;Italian;;;;;;;;;;;;;x
PBC_democracy;The Andean Republic;;;;;;;;;;;;;;x
PBC_bourgeois_dictatorship_ADJ;Peru-Bolivian;;;;;;;;;;;;;x
PBC_proletarian_dictatorship;The People's Republic of Peru-Bolivia;;;;;;;;;;;;;x
PBC_proletarian_dictatorship_ADJ;Peru-Bolivian;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
#Additional CBs;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
acquire_core_state_small;Acquire Small Core;;;;;;;;;;;
acquire_core_state_small_short;Acquire $STATE$;;;;;;;;;;;
acquire_core_state_small_desc;Aquire an enemy ßYsmall stateßW where we have ßYcore provinces.ßW;;;;;;;;;;;
acquire_core_state_small_setup;Acquire small core $STATE$ from $RECIPIENT$.;;;;;;;;;;;
acquire_core_state_medium;Acquire Medium Core;;;;;;;;;;;
acquire_core_state_medium_short;Acquire $STATE$;;;;;;;;;;;
acquire_core_state_medium_desc;Aquire an enemy ßYmedium stateßW where we have ßYcore provinces.ßW;;;;;;;;;;;
acquire_core_state_medium_setup;Acquire medium core $STATE$ from $RECIPIENT$.;;;;;;;;;;;
acquire_core_state_large;Acquire Large Core;;;;;;;;;;;
acquire_core_state_large_short;Acquire $STATE$;;;;;;;;;;;
acquire_core_state_large_desc;Aquire an enemy ßYlarge stateßW where we have ßYcore provinces.ßW;;;;;;;;;;;
acquire_core_state_large_setup;Acquire large core $STATE$ from $RECIPIENT$.;;;;;;;;;;;
acquire_core_state_huge;Acquire Huge Core;;;;;;;;;;;
acquire_core_state_huge_short;Acquire $STATE$;;;;;;;;;;;
acquire_core_state_huge_desc;Aquire an enemy ßYhuge stateßW where we have ßYcore provinces.ßW;;;;;;;;;;;
acquire_core_state_huge_setup;Acquire huge core $STATE$ from $RECIPIENT$.;;;;;;;;;;;
demand_concession_casus_belli_china;Chinese Core Concession;;;;;;;;;;;
demand_concession_casus_belli_china_short;Demand $STATE$ from China;;;;;;;;;;;
demand_concession_casus_belli_china_desc;Force China to concede core territory.;;;;;;;;;;;
demand_concession_casus_belli_china_setup;Demand that $RECIPIENT$ cede territory.;;;;;;;;;;;
take_capital_earlygame;Take Capital Earlygame;;;;;;;;;;;
take_capital_earlygame_short;Acquire capital $STATE$.;;;;;;;;;;;
take_capital_earlygame_desc;Force target to concede its capital $STATE$.;;;;;;;;;;;
take_capital_earlygame_setup;Demand that $RECIPIENT$ cede its capital.;;;;;;;;;;;
take_capital_midgame;Take Capital Midgame;;;;;;;;;;;
take_capital_midgame_short;Acquire capital $STATE$.;;;;;;;;;;;
take_capital_midgame_desc;Force target to concede its capital $STATE$.;;;;;;;;;;;
take_capital_midgame_setup;Demand that $RECIPIENT$ cede its capital.;;;;;;;;;;;
take_capital_lategame;Take Capital Lategame;;;;;;;;;;;
take_capital_lategame_short;Acquire capital $STATE$.;;;;;;;;;;;
take_capital_lategame_desc;Force target to concede its capital $STATE$.;;;;;;;;;;;
take_capital_lategame_setup;Demand that $RECIPIENT$ cede its capital.;;;;;;;;;;;
acquire_state_small;Acquire Small State;;;;;;;;;;;
acquire_state_small_short;Acquire Small State $STATE$.;;;;;;;;;;;
acquire_state_small_desc;Aquire an enemy ßYsmall stateßW.;;;;;;;;;;;
acquire_state_small_setup;Demand that $RECIPIENT$ cede its small state.;;;;;;;;;;;
acquire_state_small_americas;Acquire Small State;;;;;;;;;;;
acquire_state_small_americas_short;Acquire Small State $STATE$.;;;;;;;;;;;
acquire_state_small_americas_desc;Aquire an enemy ßYsmall stateßW.;;;;;;;;;;;
acquire_state_small_americas_setup;Demand that $RECIPIENT$ cede its small state.;;;;;;;;;;;
acquire_state_medium;Acquire Medium State;;;;;;;;;;;
acquire_state_medium_short;Acquire Medium State $STATE$.;;;;;;;;;;;
acquire_state_medium_desc;Aquire an enemy ßYmedium stateßW.;;;;;;;;;;;
acquire_state_medium_setup;Demand that $RECIPIENT$ cede its medium state.;;;;;;;;;;;
acquire_state_large;Acquire Large State;;;;;;;;;;;
acquire_state_large_short;Acquire Large State $STATE$.;;;;;;;;;;;
acquire_state_large_desc;Aquire an enemy ßYlarge stateßW.;;;;;;;;;;;
acquire_state_large_setup;Demand that $RECIPIENT$ cede its large state.;;;;;;;;;;;
acquire_state_huge;Acquire Huge State;;;;;;;;;;;
acquire_state_huge_short;Acquire Huge State $STATE$.;;;;;;;;;;;
acquire_state_huge_desc;Aquire an enemy ßYhuge stateßW.;;;;;;;;;;;
acquire_state_huge_setup;Demand that $RECIPIENT$ cede its huge state.;;;;;;;;;;;
demand_concession_casus_belli_small;Small State Concession;;;;;;;;;;;
demand_concession_casus_belli_small_short;Demand Small State $STATE$.;;;;;;;;;;;
demand_concession_casus_belli_small_desc;Demand a ßYsmall stateßW concession.;;;;;;;;;;;
demand_concession_casus_belli_small_setup;Demand that $RECIPIENT$ cede its small state.;;;;;;;;;;;
demand_concession_casus_belli_small_exception;Small State Concession;;;;;;;;;;;
demand_concession_casus_belli_small_exception_short;Demand Small State $STATE$.;;;;;;;;;;;
demand_concession_casus_belli_small_exception_desc;Demand a ßYsmall stateßW concession.;;;;;;;;;;;
demand_concession_casus_belli_small_exception_setup;Demand that $RECIPIENT$ cede its small state.;;;;;;;;;;;
demand_concession_casus_belli_medium;Medium State Concession;;;;;;;;;;;
demand_concession_casus_belli_medium_short;Demand Medium State $STATE$.;;;;;;;;;;;
demand_concession_casus_belli_medium_desc;Demand a ßYmedium stateßW concession.;;;;;;;;;;;
demand_concession_casus_belli_medium_setup;Demand that $RECIPIENT$ cede its medium state.;;;;;;;;;;;
demand_concession_casus_belli_medium_exception;Medium State Concession;;;;;;;;;;;
demand_concession_casus_belli_medium_exception_short;Demand Medium State $STATE$.;;;;;;;;;;;
demand_concession_casus_belli_medium_exception_desc;Demand a ßYmedium stateßW concession.;;;;;;;;;;;
demand_concession_casus_belli_medium_exception_setup;Demand that $RECIPIENT$ cede its medium state.;;;;;;;;;;;
demand_concession_casus_belli_large;Large State Concession;;;;;;;;;;;
demand_concession_casus_belli_large_short;Demand Large State $STATE$.;;;;;;;;;;;
demand_concession_casus_belli_large_desc;Demand a ßYlarge stateßW concession.;;;;;;;;;;;
demand_concession_casus_belli_large_setup;Demand that $RECIPIENT$ cede its large state.;;;;;;;;;;;
demand_concession_casus_belli_large_exception;Large State Concession;;;;;;;;;;;
demand_concession_casus_belli_large_exception_short;Demand Large State $STATE$.;;;;;;;;;;;
demand_concession_casus_belli_large_exception_desc;Demand a ßYlarge stateßW concession.;;;;;;;;;;;
demand_concession_casus_belli_large_exception_setup;Demand that $RECIPIENT$ cede its large state.;;;;;;;;;;;
demand_concession_casus_belli_huge;Huge State Concession;;;;;;;;;;;
demand_concession_casus_belli_huge_short;Demand Huge State $STATE$.;;;;;;;;;;;
demand_concession_casus_belli_huge_desc;Demand a ßYhuge stateßW concession.;;;;;;;;;;;
demand_concession_casus_belli_huge_setup;Demand that $RECIPIENT$ cede its huge state.;;;;;;;;;;;
demand_concession_casus_belli_huge_exception;Huge State Concession;;;;;;;;;;;
demand_concession_casus_belli_huge_exception_short;Demand Huge State $STATE$.;;;;;;;;;;;
demand_concession_casus_belli_huge_exception_desc;Demand a ßYhuge stateßW concession.;;;;;;;;;;;
demand_concession_casus_belli_huge_exception_setup;Demand that $RECIPIENT$ cede its huge state.;;;;;;;;;;;
place_in_the_sun_small;Small Place in the Sun;;;;;;;;;;;
place_in_the_sun_small_short;Acquire Small State $STATE$.;;;;;;;;;;;
place_in_the_sun_small_desc;Demand a ßYsmall stateßW colony.;;;;;;;;;;;
place_in_the_sun_small_setup;Acquire Small State $STATE$ from $RECIPIENT$.;;;;;;;;;;;
place_in_the_sun_medium;Medium Place in the Sun;;;;;;;;;;;
place_in_the_sun_medium_short;Acquire Medium State $STATE$.;;;;;;;;;;;
place_in_the_sun_medium_desc;Demand a ßYmedium stateßW colony.;;;;;;;;;;;
place_in_the_sun_medium_setup;Acquire Medium State $STATE$ from $RECIPIENT$.;;;;;;;;;;;
place_in_the_sun_large;Large Place in the Sun;;;;;;;;;;;
place_in_the_sun_large_short;Acquire Large State $STATE$.;;;;;;;;;;;
place_in_the_sun_large_desc;Demand a ßYlarge stateßW colony.;;;;;;;;;;;
place_in_the_sun_large_setup;Acquire Large State $STATE$ from $RECIPIENT$.;;;;;;;;;;;
place_in_the_sun_huge;Huge Place in the Sun;;;;;;;;;;;
place_in_the_sun_huge_short;Acquire Huge State $STATE$.;;;;;;;;;;;
place_in_the_sun_huge_desc;Demand a ßYhuge stateßW colony.;;;;;;;;;;;
place_in_the_sun_huge_setup;Acquire Huge State $STATE$ from $RECIPIENT$.;;;;;;;;;;;
free_peoples_small;Free People Small State;;;;;;;;;;;
free_peoples_small_short;$THIRD$ acquires $STATE$.;;;;;;;;;;;
free_peoples_small_desc;Liberate a ßYcountryßW's state from its oppressors.;;;;;;;;;;;
free_peoples_small_setup;Hand $STATE$ back to $THIRD$ from $RECIPIENT$.;;;;;;;;;;;
free_peoples_medium;Free People Medium State;;;;;;;;;;;
free_peoples_medium_short;$THIRD$ acquires $STATE$.;;;;;;;;;;;
free_peoples_medium_desc;Liberate a ßYcountryßW's state from its oppressors.;;;;;;;;;;;
free_peoples_medium_setup;Hand $STATE$ back to $THIRD$ from $RECIPIENT$.;;;;;;;;;;;
free_peoples_large;Free People Large State;;;;;;;;;;;
free_peoples_large_short;$THIRD$ acquires $STATE$.;;;;;;;;;;;
free_peoples_large_desc;Liberate a ßYcountryßW's state from its oppressors.;;;;;;;;;;;
free_peoples_large_setup;Hand $STATE$ back to $THIRD$ from $RECIPIENT$.;;;;;;;;;;;
free_peoples_huge;Free People Huge State;;;;;;;;;;;
free_peoples_huge_short;$THIRD$ acquires $STATE$.;;;;;;;;;;;
free_peoples_huge_desc;Liberate a ßYcountryßW's state from its oppressors.;;;;;;;;;;;
free_peoples_huge_setup;Hand $STATE$ back to $THIRD$ from $RECIPIENT$.;;;;;;;;;;;
#############################################;;;;;;;;;;;;;;x
#Additional Modifiers;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
usa_immigration_buff;USA Immigration Buff;;;;;;;;;;;;;x,,,,
usa_immigration_buff_desc;The bonus immigration attraction from the midgame Homestead Act has been applied at the start of the game.;;;;;;;;;;;;;x,,,,
treaty_port_buff;Treaty Port Infrastructure;;;;;;;;;;;;;x,,,,
treaty_port_buff_desc;The infrastructure and development of this treaty port has vastly increased our RGO capacity!;;;;;;;;;;;;;x,,,,
chinese_treaty_port;Chinese Treaty Port Cooldown Flag;;;;;;;;;;;;;x,,,,
chinese_treaty_port_desc; We have recently taken a Chinese treaty port, this is the cooldown flag until another may be taken.;;;;;;;;;;;;;x,,,,
negotiating_unequal_treaty;Negotiating an Unequal Treaty;;;;;;;;;;;;;x,,,,
negotiating_unequal_treaty_desc;Negotiating an unequal treaty with foreigners.;;;;;;;;;;;;;x,,,,
negotiating_treaty;Negotiating Treaty;;;;;;;;;;;;;x,,,,
negotiating_treaty_desc;Negotiating a Treaty with China.;;;;;;;;;;;;;x,,,,
china_rp_nerf;Chinese RP from Conquest Nerf;;;;;;;;;;;;;x,,,,
china_rp_nerf_desc;Chinese research points from quest nerf (only matters for uncivs);;;;;;;;;;;;;x,,,,
the_homestead_act_mexico;Mexican Homestead Act;;;;;;;;;;;;;x,,,,
the_homestead_act_mexico_desc;An Alternative Homestead Act established by Mexico.;;;;;;;;;;;;;x,,,,
assimilation_fix_modifier;Assimilation Fix Modifier;;;;;;;;;;;;;x,,,,
assimilation_fix_modifier_desc;This modifier exists to counter the engine restricted assimilation modifier on pops who are on their cultural_union cores.;;;;;;;;;;;;;x,,,,
policestate_modifier;The Police State;;;;;;;;;;;;;x,,,,
policestate_modifier_desc;You have an active Police State.;;;;;;;;;;;;;x,,,,
one_party_state_modifier;One Party State;;;;;;;;;;;;;x,,,,
one_party_state_modifier_desc;You have an active One Party State.;;;;;;;;;;;;;x,,,,
totalitarianism_modifier;Totalitarian;;;;;;;;;;;;;x,,,,
totalitarianism_modifier_desc;You have an active Totalitarianist government.;;;;;;;;;;;;;x,,,,
leadership_principle_modifier;The Leadership Principle;;;;;;;;;;;;;x,,,,
leadership_principle_modifier_desc;Your people are enthralled by the Leadership Principle.;;;;;;;;;;;;;x,,,,
ultranationalism_modifier;Ultranationalism;;;;;;;;;;;;;x,,,,
ultranationalism_modifier_desc;Your people are enthralled by Ultranationalism.;;;;;;;;;;;;;x,,,,
collectivisation_modifier;Collectivisation;;;;;;;;;;;;;x,,,,
collectivisation_modifier_desc;Your people are enthralled by Collectivisation.;;;;;;;;;;;;;x,,,,
classless_society_modifier;Classless Society;;;;;;;;;;;;;x,,,,
classless_society_modifier_desc;Your people have created a Classless Society.;;;;;;;;;;;;;x,,,,
world_bank_funding;World Bank Funding;;;;;;;;;;;;;x,,,,
world_bank_funding_desc;World Bank Funding modifier to raise the precious metals production of the world bank.;;;;;;;;;;;;;x,,,,
#############################################;;;;;;;;;;;;;;x
#Additional States;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
DEB_1;Debug Islands;;;;;;;;;;;;;x;;
ALD_1700;Algiers;;;;;;;;;;;;;x;;
TUR_923;Iraq;;;;;;;;;;;;;x;;
RUS_999;Poltava;;;;;;;;;;;;;x;;
#############################################;;;;;;;;;;;;;;x
#Additional Cultures;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
bankers;Bankers;;;;;;;;;;;;;;
aryan;Aryan;;;;;;;;;x;;;;
turkic;Turkic;;;;;;;;;x;;;;
bantu;Bantu;;;;;;;;;x;;;;
austronesian;Austronesian;;;;;;;;;x;;;;
niger_congo_a;Niger-Congo A;;;;;;;;;x;;;;
nilo_saharan;Nilo-Saharan;;;;;;;;;x;;;;
afro_asiatic;Afro-Asiatic;;;;;;;;;x;;;;
indo_aryan;Indo-Aryan;;;;;;;;;x;;;;
dravidian;Dravidian;;;;;;;;;x;;;;
andean;Andean;;;;;;;;;x;;;;
#############################################;;;;;;;;;;;;;;x
#Additional Generic Fixes and Additions;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
UNIT_BUILD_TIME_IW;$VAL$ days.;$VAL$ jours.;$VAL$ Tage.;;$VAL$ d?òs.;;;;;;;;;x;;;;;;;;;;;;;;;;
#############################################;;;;;;;;;;;;;;x
#Additional Inventions;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
pop_shift_invention_1;ßGPOP Bonus Promotion Event 1;;;;;;;;;;;;;;;;;;;;x,,,,,;;;;;;;;;;;;;;;;;;;;
pop_shift_invention_1_desc;Your first promotion bonus invention has been completed! With this bonus, you may choose which POP type receives a bonus to passive promotion chance. You will only be able to see this bonus in the population menu under a specific pop group, then mouse over their promotion chance to whatever it is you gave a bonus to! ßGYou will be able to reset these bonuses at anytime using the Clear All National Promotion Bonuses decision.;;;;;;;;;;;;;;;;;;;;x,,,,,;;;;;;;;;;;;;;;;;;;;
pop_shift_invention_2;ßGPOP Bonus Promotion Event 2;;;;;;;;;;;;;;;;;;;;x,,,,,;;;;;;;;;;;;;;;;;;;;
pop_shift_invention_2_desc;Your second promotion bonus invention has been completed! With this bonus, you may choose which POP type receives a bonus to passive promotion chance. You will only be able to see this bonus in the population menu under a specific pop group, then mouse over their promotion chance to whatever it is you gave a bonus to! ßGYou will be able to reset these bonuses at anytime using the Clear All National Promotion Bonuses decision.;;;;;;;;;;;;;;;;;;;;x,,,,,;;;;;;;;;;;;;;;;;;;;
pop_shift_invention_3;ßGPOP Bonus Promotion Event 3;;;;;;;;;;;;;;;;;;;;x,,,,,;;;;;;;;;;;;;;;;;;;;
pop_shift_invention_3_desc;Your third promotion bonus invention has been completed! With this bonus, you may choose which POP type receives a bonus to passive promotion chance. You will only be able to see this bonus in the population menu under a specific pop group, then mouse over their promotion chance to whatever it is you gave a bonus to! ßGYou will be able to reset these bonuses at anytime using the Clear All National Promotion Bonuses decision.;;;;;;;;;;;;;;;;;;;;x,,,,,;;;;;;;;;;;;;;;;;;;;
pop_shift_invention_4;ßGPOP Bonus Promotion Event 4;;;;;;;;;;;;;;;;;;;;x,,,,,;;;;;;;;;;;;;;;;;;;;
pop_shift_invention_4_desc;Your fourth promotion bonus invention has been completed! With this bonus, you may choose which POP type receives a bonus to passive promotion chance. You will only be able to see this bonus in the population menu under a specific pop group, then mouse over their promotion chance to whatever it is you gave a bonus to! ßGYou will be able to reset these bonuses at anytime using the Clear All National Promotion Bonuses decision.;;;;;;;;;;;;;;;;;;;;x,,,,,;;;;;;;;;;;;;;;;;;;;
pop_shift_invention_5;ßGPOP Bonus Promotion Event 5;;;;;;;;;;;;;;;;;;;;x,,,,,;;;;;;;;;;;;;;;;;;;;
pop_shift_invention_5_desc;Your fifth promotion bonus invention has been completed! With this bonus, you may choose which POP type receives a bonus to passive promotion chance. You will only be able to see this bonus in the population menu under a specific pop group, then mouse over their promotion chance to whatever it is you gave a bonus to! ßGYou will be able to reset these bonuses at anytime using the Clear All National Promotion Bonuses decision.;;;;;;;;;;;;;;;;;;;;x,,,,,;;;;;;;;;;;;;;;;;;;;
pop_shift_invention_6;ßGPOP Bonus Promotion Event 6;;;;;;;;;;;;;;;;;;;;x,,,,,;;;;;;;;;;;;;;;;;;;;
pop_shift_invention_6_desc;Your final promotion bonus invention has been completed! With this bonus, you may choose which POP type receives a bonus to passive promotion chance. You will only be able to see this bonus in the population menu under a specific pop group, then mouse over their promotion chance to whatever it is you gave a bonus to! ßGYou will be able to reset these bonuses at anytime using the Clear All National Promotion Bonuses decision.;;;;;;;;;;;;;;;;;;;;x,,,,,;;;;;;;;;;;;;;;;;;;;
cuirassier_activation_unciv;Cuirassier Activation (Unciv);;;;;;;;;;;;;;;;;;;;x,,,,,;;;;;;;;;;;;;;;;;;;;
cuirassier_activation_unciv_desc;Debugging Invention to give Uncivs horse units.;;;;;;;;;;;;;;;;;;;;x,,,,,;;;;;;;;;;;;;;;;;;;;
dragoon_activation_unciv;Dragoon Activation (Unciv);;;;;;;;;;;;;;;;;;;;x,,,,,;;;;;;;;;;;;;;;;;;;;
dragoon_activation_unciv_desc;Debugging Invention to give Uncivs horse units.;;;;;;;;;;;;;;;;;;;;x,,,,,;;;;;;;;;;;;;;;;;;;;
hussar_activation_unciv;Hussar Activation (Unciv);;;;;;;;;;;;;;;;;;;;x,,,,,;;;;;;;;;;;;;;;;;;;;
hussar_activation_unciv_desc;Debugging Invention to give Uncivs horse units.;;;;;;;;;;;;;;;;;;;;x,,,,,;;;;;;;;;;;;;;;;;;;;
industrial_tanneries;Industrial Tanneries;;;;;;;;;;;;;;;;;;;;x,,,,,;;;;;;;;;;;;;;;;;;;;
industrial_tanneries_desc;In the Victorian era tanneries were often close to the abattoirs and so the skins would often arrive at the tannery fresh and unsalted. With industrial levels of meat consumption, it was inevitable that the leather industry advance as well.;;;;;;;;;;;;;;;;;;;;x,,,,,;;;;;;;;;;;;;;;;;;;;
offensive_infantry_activation;Activate Offensive Infantry;;;;;;;;;;;;;;;;;;;;x,,,,,;;;;;;;;;;;;;;;;;;;;
defensive_infantry_activation;Activate Defensive Infantry;;;;;;;;;;;;;;;;;;;;x,,,,,;;;;;;;;;;;;;;;;;;;;
offensive_artillery_activation;Activate Offensive Artillery;;;;;;;;;;;;;;;;;;;;x,,,,,;;;;;;;;;;;;;;;;;;;;
defensive_artillery_activation;Activate Defensive Artillery;;;;;;;;;;;;;;;;;;;;x,,,,,;;;;;;;;;;;;;;;;;;;;
#############################################;;;;;;;;;;;;;;x
#Additional Triggered Modifiers;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
political_reformed_nation;Politically Liberal State;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
political_reformed_nation_desc;Our country political reforms match every liberal demand, giving us international recognition as a truly free state.;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
#############################################;;;;;;;;;;;;;;x
#Additional National Values;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
nv_exploitation;Exploitation;LibertÅEFreiheit;;Libertad;;;;;;;;;x;;;;
#############################################;;;;;;;;;;;;;;x
#Additional Country Flags;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
psychology_1;Psychology Bonus 1;;;;;;;;;;;;;;;;;;;;;;;x;;;;
psychology_2;Psychology Bonus 2;;;;;;;;;;;;;;;;;;;;;;;x;;;;
psychology_3;Psychology Bonus 3;;;;;;;;;;;;;;;;;;;;;;;x;;;;
psychology_4;Psychology Bonus 4;;;;;;;;;;;;;;;;;;;;;;;x;;;;
psychology_5;Psychology Bonus 5;;;;;;;;;;;;;;;;;;;;;;;x;;;;
psychology_6;Psychology Bonus 6;;;;;;;;;;;;;;;;;;;;;;;x;;;;
soldier_1;Soldier Bonus 1;;;;;;;;;;;;;;;;;;;;;;;x;;;;
soldier_2;Soldier Bonus 2;;;;;;;;;;;;;;;;;;;;;;;x;;;;
soldier_3;Soldier Bonus 3;;;;;;;;;;;;;;;;;;;;;;;x;;;;
soldier_4;Soldier Bonus 4;;;;;;;;;;;;;;;;;;;;;;;x;;;;
soldier_5;Soldier Bonus 5;;;;;;;;;;;;;;;;;;;;;;;x;;;;
soldier_6;Soldier Bonus 6;;;;;;;;;;;;;;;;;;;;;;;x;;;;
clergy_1;Clergymen Bonus 1;;;;;;;;;;;;;;;;;;;;;;;x;;;;
clergy_2;Clergymen Bonus 2;;;;;;;;;;;;;;;;;;;;;;;x;;;;
clergy_3;Clergymen Bonus 3;;;;;;;;;;;;;;;;;;;;;;;x;;;;
clergy_4;Clergymen Bonus 4;;;;;;;;;;;;;;;;;;;;;;;x;;;;
clergy_5;Clergymen Bonus 5;;;;;;;;;;;;;;;;;;;;;;;x;;;;
clergy_6;Clergymen Bonus 6;;;;;;;;;;;;;;;;;;;;;;;x;;;;
bureaucrat_1;Bureaucrat Bonus 1;;;;;;;;;;;;;;;;;;;;;;;x;;;;
bureaucrat_2;Bureaucrat Bonus 2;;;;;;;;;;;;;;;;;;;;;;;x;;;;
bureaucrat_3;Bureaucrat Bonus 3;;;;;;;;;;;;;;;;;;;;;;;x;;;;
bureaucrat_4;Bureaucrat Bonus 4;;;;;;;;;;;;;;;;;;;;;;;x;;;;
bureaucrat_5;Bureaucrat Bonus 5;;;;;;;;;;;;;;;;;;;;;;;x;;;;
bureaucrat_6;Bureaucrat Bonus 6;;;;;;;;;;;;;;;;;;;;;;;x;;;;
craftsmen_1;Craftsmen Bonus 1;;;;;;;;;;;;;;;;;;;;;;;x;;;;
craftsmen_2;Craftsmen Bonus 2;;;;;;;;;;;;;;;;;;;;;;;x;;;;
craftsmen_3;Craftsmen Bonus 3;;;;;;;;;;;;;;;;;;;;;;;x;;;;
craftsmen_4;Craftsmen Bonus 4;;;;;;;;;;;;;;;;;;;;;;;x;;;;
craftsmen_5;Craftsmen Bonus 5;;;;;;;;;;;;;;;;;;;;;;;x;;;;
craftsmen_6;Craftsmen Bonus 6;;;;;;;;;;;;;;;;;;;;;;;x;;;;
